Time,Time (microseconds),Computer,Reason,Tag(s),Action,Rank,Direction,Interface,Frame Type,Protocol,Flags,Source IP,Source MAC,Source Port,Destination IP,Destination MAC,Destination Port,Packet Size,Repeat Count,End Time,Flow,Status,Note,Data Flags,Data Index,Data,Event Origin
"April 9, 2018 15:15:42",1523283342575408,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,61345,129.12.44.154,FA:16:3E:68:2D:73,2100,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342575407,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,14405,129.12.44.154,FA:16:3E:68:2D:73,2047,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342575405,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,14118,129.12.44.154,FA:16:3E:68:2D:73,1941,0,2,"April 9, 2018 15:15:50",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342575406,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,10069,129.12.44.154,FA:16:3E:68:2D:73,1994,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342571407,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,65111,129.12.44.154,FA:16:3E:68:2D:73,1888,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342571406,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,62938,129.12.44.154,FA:16:3E:68:2D:73,1835,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342571405,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,8085,129.12.44.154,FA:16:3E:68:2D:73,1782,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342567408,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,50928,129.12.44.154,FA:16:3E:68:2D:73,1729,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342567407,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,46297,129.12.44.154,FA:16:3E:68:2D:73,1676,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342567406,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,27236,129.12.44.154,FA:16:3E:68:2D:73,1623,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342567405,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,22596,129.12.44.154,FA:16:3E:68:2D:73,1570,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342563407,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,12809,129.12.44.154,FA:16:3E:68:2D:73,1517,0,2,"April 9, 2018 15:15:50",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342563406,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,54328,129.12.44.154,FA:16:3E:68:2D:73,1464,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342563405,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,52577,129.12.44.154,FA:16:3E:68:2D:73,1411,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342559408,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,31413,129.12.44.154,FA:16:3E:68:2D:73,1358,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342559407,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,20033,129.12.44.154,FA:16:3E:68:2D:73,1305,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342559406,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,2222,129.12.44.154,FA:16:3E:68:2D:73,1252,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342559405,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,7647,129.12.44.154,FA:16:3E:68:2D:73,1199,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342555407,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,47623,129.12.44.154,FA:16:3E:68:2D:73,1040,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342555408,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,15688,129.12.44.154,FA:16:3E:68:2D:73,1093,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342555406,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,49790,129.12.44.154,FA:16:3E:68:2D:73,828,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342555405,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,60941,129.12.44.154,FA:16:3E:68:2D:73,775,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342551407,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,48000,129.12.44.154,FA:16:3E:68:2D:73,669,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342551406,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,34659,129.12.44.154,FA:16:3E:68:2D:73,616,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342551405,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,43993,129.12.44.154,FA:16:3E:68:2D:73,563,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342547406,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,6840,129.12.44.154,FA:16:3E:68:2D:73,404,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342547407,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,31046,129.12.44.154,FA:16:3E:68:2D:73,457,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342547408,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,19178,129.12.44.154,FA:16:3E:68:2D:73,510,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342547405,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,52207,129.12.44.154,FA:16:3E:68:2D:73,351,0,2,"April 9, 2018 15:15:50",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342543407,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,38543,129.12.44.154,FA:16:3E:68:2D:73,245,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342543406,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,10924,129.12.44.154,FA:16:3E:68:2D:73,192,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342543405,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,17707,129.12.44.154,FA:16:3E:68:2D:73,139,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342539406,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,44073,129.12.44.154,FA:16:3E:68:2D:73,48556,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342539405,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,41758,129.12.44.154,FA:16:3E:68:2D:73,22321,0,2,"April 9, 2018 15:15:50",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342539408,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,55964,129.12.44.154,FA:16:3E:68:2D:73,86,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342539407,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,40474,129.12.44.154,FA:16:3E:68:2D:73,33,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342535407,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,23035,129.12.44.154,FA:16:3E:68:2D:73,22003,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342535406,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,62425,129.12.44.154,FA:16:3E:68:2D:73,19194,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342535405,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,21784,129.12.44.154,FA:16:3E:68:2D:73,18187,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342531408,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,17227,129.12.44.154,FA:16:3E:68:2D:73,9495,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342531407,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,8579,129.12.44.154,FA:16:3E:68:2D:73,9283,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342531406,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,36213,129.12.44.154,FA:16:3E:68:2D:73,7428,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342531405,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,17278,129.12.44.154,FA:16:3E:68:2D:73,7269,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342527408,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,52016,129.12.44.154,FA:16:3E:68:2D:73,7004,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342527407,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,50983,129.12.44.154,FA:16:3E:68:2D:73,6580,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342527406,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,24444,129.12.44.154,FA:16:3E:68:2D:73,6103,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342527405,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,8231,129.12.44.154,FA:16:3E:68:2D:73,6050,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342523407,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,18102,129.12.44.154,FA:16:3E:68:2D:73,5997,0,2,"April 9, 2018 15:15:50",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342523406,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,13144,129.12.44.154,FA:16:3E:68:2D:73,5679,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342523405,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,45812,129.12.44.154,FA:16:3E:68:2D:73,5520,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342519407,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,43291,129.12.44.154,FA:16:3E:68:2D:73,5308,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342519408,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,24237,129.12.44.154,FA:16:3E:68:2D:73,5414,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342519406,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,1721,129.12.44.154,FA:16:3E:68:2D:73,5202,0,2,"April 9, 2018 15:15:50",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342519405,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,12009,129.12.44.154,FA:16:3E:68:2D:73,4672,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342515407,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,14996,129.12.44.154,FA:16:3E:68:2D:73,4354,0,2,"April 9, 2018 15:15:50",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342515405,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,19184,129.12.44.154,FA:16:3E:68:2D:73,4036,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342515406,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,8272,129.12.44.154,FA:16:3E:68:2D:73,4142,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342511408,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,36452,129.12.44.154,FA:16:3E:68:2D:73,3718,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342511407,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,38229,129.12.44.154,FA:16:3E:68:2D:73,3665,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342511406,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,11409,129.12.44.154,FA:16:3E:68:2D:73,3612,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342511405,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,52994,129.12.44.154,FA:16:3E:68:2D:73,3559,0,2,"April 9, 2018 15:15:50",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342507408,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,36105,129.12.44.154,FA:16:3E:68:2D:73,3506,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342507407,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,41108,129.12.44.154,FA:16:3E:68:2D:73,3453,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342507406,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,35625,129.12.44.154,FA:16:3E:68:2D:73,3400,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342507405,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,53931,129.12.44.154,FA:16:3E:68:2D:73,3347,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342503407,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,53553,129.12.44.154,FA:16:3E:68:2D:73,3294,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342503406,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,48749,129.12.44.154,FA:16:3E:68:2D:73,3241,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342503405,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,10869,129.12.44.154,FA:16:3E:68:2D:73,3188,0,2,"April 9, 2018 15:15:50",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342499408,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,43747,129.12.44.154,FA:16:3E:68:2D:73,3135,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342499407,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,18963,129.12.44.154,FA:16:3E:68:2D:73,3082,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342499406,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,45310,129.12.44.154,FA:16:3E:68:2D:73,3029,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342499405,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,44900,129.12.44.154,FA:16:3E:68:2D:73,2976,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342495407,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,54932,129.12.44.154,FA:16:3E:68:2D:73,2923,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342495406,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,65089,129.12.44.154,FA:16:3E:68:2D:73,2870,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342495405,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,36542,129.12.44.154,FA:16:3E:68:2D:73,2817,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342491408,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,9228,129.12.44.154,FA:16:3E:68:2D:73,2764,0,2,"April 9, 2018 15:15:50",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342491407,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,17070,129.12.44.154,FA:16:3E:68:2D:73,2711,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342491406,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,29612,129.12.44.154,FA:16:3E:68:2D:73,2658,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342491405,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,32601,129.12.44.154,FA:16:3E:68:2D:73,2605,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342487407,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,46695,129.12.44.154,FA:16:3E:68:2D:73,2552,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342487406,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,64999,129.12.44.154,FA:16:3E:68:2D:73,2499,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342487405,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,15727,129.12.44.154,FA:16:3E:68:2D:73,2446,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342483408,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,8093,129.12.44.154,FA:16:3E:68:2D:73,2393,0,2,"April 9, 2018 15:15:50",Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342483407,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,36604,129.12.44.154,FA:16:3E:68:2D:73,2340,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342483406,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,41130,129.12.44.154,FA:16:3E:68:2D:73,2287,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342483405,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,55656,129.12.44.154,FA:16:3E:68:2D:73,2234,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342479408,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,49413,129.12.44.154,FA:16:3E:68:2D:73,2181,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342479407,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,16974,129.12.44.154,FA:16:3E:68:2D:73,2128,0,1,,Connection Flow,123,,0,,,Agent
"April 9, 2018 15:15:42",1523283342479406,cscloud2c9a.kent.ac.uk,Out Of Allowed Policy,,Deny,50,Incoming,,IP,TCP,SYN DF=1,129.12.21.67,F8:66:F2:43:82:46,34777,129.12.44.154,FA:16:3E:68:2D:73,2075,0,1,,Connection Flow,123,,0,,,Agent
